,item_id,recommend,user_id,sentiment_analysis,date
9512,440,True,76561198063199558,1,"February 15, 2014"
9513,242680,True,76561198063199558,2,"January 30, 2015"
9514,239030,True,76561198063199558,1,"August 12, 2014"
9515,219830,True,76561198063199558,2,"January 10, 2014"
9516,219640,True,hfoxy,1,"June 12, 2015"
9517,377160,False,hfoxy,1,
9518,375230,True,hfoxy,1,
9519,330840,True,hfoxy,1,
9520,346900,True,76561198055070495,0,"June 27, 2015"
9521,351570,True,76561198055070495,2,"February 20, 2015"
9522,34330,True,Bronx9146,2,"July 29, 2013"
9523,56400,True,Bronx9146,1,"January 2, 2012"
9524,570,False,76561198108132163,0,"August 3, 2015"
9525,230410,True,76561198108132163,2,"December 18, 2014"
9526,383080,True,76561198088416466,1,
9527,304930,True,76561198088416466,1,
9528,620,True,broxce,2,"June 4, 2013"
9529,440,True,broxce,2,"March 29, 2012"
9530,391540,True,brsajo,2,"December 23, 2015"
9531,63380,True,xtomx_freedom,1,"June 7, 2014"
9532,570,True,xtomx_freedom,1,"January 3, 2014"
9533,218230,True,xtomx_freedom,1,"January 3, 2014"
9534,730,True,xtomx_freedom,1,"June 7, 2014"
9535,113400,True,xtomx_freedom,1,"January 3, 2014"
9536,550,True,xtomx_freedom,2,"January 3, 2014"
9537,440,True,xtomx_freedom,1,"January 2, 2014"
9538,203160,True,76561198041149604,1,"April 21, 2015"
9539,440,True,76561198041149604,2,"June 22, 2014"
9540,570,True,76561198028042361,1,"November 28, 2013"
9541,207230,True,bryan4085,1,"April 26, 2014"
9542,24240,True,bryan4085,1,"December 16, 2014"
9543,440,True,bryan4085,2,"July 18, 2013"
9544,200210,True,bryan4085,2,"January 28, 2014"
9545,221100,True,76561198052831153,2,"May 19, 2014"
9546,313120,True,76561198052831153,1,"February 8, 2015"
9547,242760,True,76561198052831153,1,"November 21, 2014"
9548,316410,True,76561198052831153,2,"April 1, 2015"
9549,261640,True,76561198052831153,1,"December 8, 2014"
9550,349700,True,76561198052831153,2,
9551,280180,True,76561198052831153,2,"April 15, 2015"
9552,253710,True,76561198052831153,2,"August 2, 2014"
9553,218620,True,76561198052831153,2,"July 5, 2014"
9554,72850,True,76561198060429887,0,"January 28, 2015"
9555,8870,True,76561198060429887,2,"May 10, 2014"
9556,304930,False,76561198060429887,1,"October 17, 2015"
9557,319630,True,76561198060429887,2,"October 21, 2015"
9558,105600,True,btz2020,1,"December 5, 2015"
9559,1840,True,btz2020,1,"June 29, 2014"
9560,220,True,76561198079705633,0,
9561,335330,False,76561198079705633,0,"January 23, 2015"
9562,302830,False,76561198079705633,1,"February 17, 2015"
9563,206210,True,76561198079705633,1,"June 15, 2014"
9564,400,True,76561198079705633,1,
9565,440,True,76561198079705633,1,"September 25, 2013"
9566,440,True,76561198085144241,2,"May 14, 2014"
9567,252950,True,76561198069465728,2,"August 5, 2015"
9568,238090,True,76561198069465728,2,"November 12, 2014"
9569,313120,True,budgiethesmuggler,1,"January 28, 2015"
9570,218620,True,budgiethesmuggler,2,"April 15, 2014"
9571,107410,True,budgiethesmuggler,1,
9572,233450,True,76561198081938549,1,"March 20, 2015"
9573,304930,True,budniak1,1,"September 21, 2014"
9574,730,True,bRNSHITUP,1,"May 2, 2015"
9575,252490,True,tinbgr,1,"January 25, 2015"
9576,218620,True,tinbgr,2,"November 2, 2014"
9577,242800,True,tinbgr,2,"November 29, 2013"
9578,220700,True,tinbgr,2,"December 1, 2014"
9579,219150,True,tinbgr,1,"January 1, 2014"
9580,730,True,Unclehamisawesome,0,"August 7, 2015"
9581,383870,True,Unclehamisawesome,2,
9582,264710,True,Unclehamisawesome,1,
9583,276810,True,76561198042779835,1,
9584,200510,True,coolvibesandchill,2,"November 30, 2013"
9585,323470,True,coolvibesandchill,2,"March 7, 2015"
9586,241600,True,coolvibesandchill,1,"January 1, 2014"
9587,204300,True,coolvibesandchill,1,"December 31, 2013"
9588,218620,True,coolvibesandchill,2,"November 27, 2014"
9589,293540,False,coolvibesandchill,0,"August 24, 2014"
9590,570,False,coolvibesandchill,1,"January 18, 2014"
9591,237310,True,coolvibesandchill,1,
9592,211820,False,coolvibesandchill,1,"January 1, 2014"
9593,241930,True,coolvibesandchill,1,"November 14, 2014"
9594,275850,False,76561198044036045,1,
9595,281990,True,76561198047418653,1,
9596,570,True,bunnty,1,"July 24, 2014"
9597,274900,False,bunnty,0,"November 1, 2014"
9598,440,True,Catch_Twenty_Two,1,"April 4, 2015"
9599,291480,False,76561197986144369,1,"September 4, 2015"
9600,271590,False,76561197986144369,1,"June 7, 2015"
9601,215470,True,epicnugg,2,"December 28, 2013"
9602,220240,True,76561198123879774,1,"August 16, 2015"
9603,570,True,76561198051103556,1,"August 7, 2014"
9604,375950,True,lobbie,1,
9605,730,True,lobbie,2,"September 27, 2015"
9606,319510,True,76561198026959699,0,"April 5, 2015"
9607,381210,False,76561198019652792,0,
9608,237930,True,Hogia,2,"November 17, 2015"
9609,34900,True,76561198029846088,1,
9610,440,True,76561198072734711,0,"April 1, 2015"
9611,442080,True,76561198072734711,1,
9612,730,True,76561198072734711,2,"March 31, 2015"
9613,211420,True,MEDSBUMM,1,"May 1, 2015"
9614,236850,True,12779,2,
9615,204360,True,12779,2,"January 8, 2014"
9616,22330,True,12779,2,"April 7, 2014"
9617,253030,True,12779,1,"August 2, 2015"
9618,200210,False,12779,1,"September 6, 2014"
9619,230410,True,76561198085183243,1,
9620,252950,True,76561198110404008,2,
9621,440,True,8947513,2,"May 26, 2013"
9622,94400,True,nukep,0,"March 6, 2014"
9623,366844,False,byrxn,1,
9624,730,True,byrxn,0,
9625,312280,True,byrxn,0,"December 29, 2015"
9626,295110,True,byrxn,1,"December 29, 2015"
9627,304930,False,byrxn,0,"December 29, 2015"
9628,550,True,byrxn,1,"December 29, 2015"
9629,220260,True,byrxn,2,"December 29, 2015"
9630,252490,True,76561198080278106,2,"May 29, 2014"
9631,24240,True,timtam012,1,"October 20, 2014"
9632,218620,True,timtam012,1,"September 18, 2014"
9633,109400,True,timtam012,1,
9634,51100,False,timtam012,1,"December 23, 2015"
9635,219150,True,timtam012,1,"February 1, 2015"
9636,10,True,timtam012,1,"July 6, 2014"
9637,8190,True,timtam012,1,"December 19, 2013"
9638,730,True,timtam012,1,"December 11, 2013"
9639,730,True,whatiyatalkinabeet,1,
9640,4760,True,76561198055359584,2,"January 10, 2014"
9641,200210,True,76561198076514521,1,"December 17, 2013"
9642,730,True,76561198070677367,0,"October 20, 2015"
9643,304930,True,Cactus_Chaos,1,"August 15, 2014"
9644,105600,True,cade51,1,"October 3, 2014"
9645,232090,False,76561197991548126,0,
9646,230410,True,76561198055723928,1,"June 22, 2014"
9647,620,True,76561198051064887,1,"November 25, 2014"
9648,730,True,76561198042411838,1,
9649,233740,True,76561198042411838,1,
9650,72200,True,76561198042411838,1,
9651,47870,True,76561198042411838,1,
9652,221100,True,76561198042411838,1,
9658,239820,True,Calesti,1,"September 11, 2013"
9659,1250,True,Calesti,1,"July 9, 2012"
9660,250340,False,doyouevensmokeweed,0,"April 7, 2015"
9661,570,True,doyouevensmokeweed,1,
9662,230290,True,doyouevensmokeweed,1,
9663,385800,True,doyouevensmokeweed,1,"December 9, 2015"
9664,417860,True,doyouevensmokeweed,0,"November 23, 2015"
9665,251870,True,doyouevensmokeweed,2,"May 20, 2015"
9666,242760,True,doyouevensmokeweed,2,"March 13, 2015"
9667,24960,True,doyouevensmokeweed,0,"February 9, 2015"
9668,4000,True,doyouevensmokeweed,0,"January 12, 2015"
9669,334660,True,doyouevensmokeweed,2,"December 3, 2014"
9670,381210,False,76561198060459268,1,
9671,252490,True,76561198060459268,1,"February 26, 2014"
9672,440,True,76561198060459268,1,"February 13, 2013"
9673,730,True,APCameron,2,"February 17, 2014"
9674,252950,True,cameroondormer,1,
9675,4000,True,lestrepo,2,"May 2, 2014"
9676,4000,True,camjker,0,
9677,304930,True,camjker,1,"November 1, 2015"
9678,353130,True,camjker,1,
9679,219150,True,76561198068177117,1,"June 20, 2014"
9680,301520,True,76561198089135179,2,"June 12, 2015"
9681,252490,True,76561198089135179,1,"January 17, 2014"
9682,730,True,76561198023634778,2,"December 21, 2014"
9683,440,True,76561198023634778,1,"November 26, 2010"
9684,319630,True,76561198028249774,2,
9685,4000,True,NetherCasts,1,
9686,98400,True,NetherCasts,2,"June 7, 2014"
9687,440,True,NetherCasts,1,"August 7, 2012"
9688,570,True,Canda,2,"December 13, 2015"
9689,273350,True,Canda,2,
9690,242570,True,DemonRainDrops,1,"August 29, 2014"
9691,248610,True,DemonRainDrops,2,"April 30, 2015"
9692,9450,True,DemonRainDrops,0,"April 25, 2015"
9693,345180,True,76561198045591656,2,
9694,359550,True,76561198045591656,1,
9695,200210,False,vitorgamer115,1,
9696,214950,True,Spitfire182GE,2,"November 30, 2013"
9697,236390,True,Spitfire182GE,2,"October 24, 2013"
9698,311210,False,Spitfire182GE,1,"November 12, 2015"
9699,224480,True,Spitfire182GE,2,"February 15, 2014"
9700,10500,True,Spitfire182GE,0,"October 24, 2013"
9701,238320,True,Spitfire182GE,1,"March 14, 2014"
9702,277590,True,Spitfire182GE,1,"March 13, 2014"
9703,314160,True,thfbgfsbgfbgfbgfsbgbffb,1,
9704,220200,True,thfbgfsbgfbgfbgfsbgbffb,1,"December 28, 2015"
9705,8870,True,L4MZBOO_DoniDass1112,1,
9706,261030,True,L4MZBOO_DoniDass1112,1,
9707,371420,True,L4MZBOO_DoniDass1112,1,
9708,204450,True,L4MZBOO_DoniDass1112,1,
9709,270550,True,L4MZBOO_DoniDass1112,1,
9710,63380,True,L4MZBOO_DoniDass1112,2,
9711,271590,True,L4MZBOO_DoniDass1112,1,
9712,50130,True,L4MZBOO_DoniDass1112,1,
9713,67370,True,L4MZBOO_DoniDass1112,1,
9714,550,True,SuchDogeMuchWoW,1,"July 19, 2014"
9715,301520,True,SuchDogeMuchWoW,0,"September 9, 2014"
9716,441920,True,SuchDogeMuchWoW,2,
9717,299360,True,SuchDogeMuchWoW,1,
9718,440,True,mumbo3352,2,"January 8, 2014"
9719,240,True,brawlisforwii,2,"March 6, 2014"
9720,230410,True,brawlisforwii,1,"March 6, 2014"
9721,233270,True,brawlisforwii,2,"March 6, 2014"
9722,252490,True,brawlisforwii,2,"March 6, 2014"
9723,393420,True,76561198069758759,1,"December 15, 2015"
9724,327070,True,76561198069758759,1,
9725,22380,True,76561198069758759,1,"December 31, 2014"
9726,352950,True,76561198069758759,2,"July 25, 2015"
9727,377160,True,76561198069758759,1,
9728,365590,True,76561198069758759,1,
9729,221100,True,76561198069758759,1,"October 2, 2015"
9730,306130,True,76561198069758759,2,
9731,252490,True,76561198069758759,0,
9732,730,True,TheAmazingSpot,1,"June 17, 2015"
9733,346110,True,TheAmazingSpot,1,
9734,232090,True,TheAmazingSpot,2,"April 25, 2015"
9735,322330,True,TheAmazingSpot,1,"December 16, 2014"
9736,236390,True,5554Grovesy,2,"September 25, 2013"
9737,218620,True,5554Grovesy,1,
9738,301520,True,5554Grovesy,1,
9739,213670,True,5554Grovesy,1,
9740,268500,True,GimmedatUnusual,2,
9741,398100,True,GimmedatUnusual,1,"November 18, 2015"
9742,264200,True,GimmedatUnusual,1,"November 18, 2015"
9743,260230,True,GimmedatUnusual,0,"November 13, 2015"
9744,270370,True,GimmedatUnusual,1,"February 20, 2015"
9745,4000,True,GimmedatUnusual,2,"September 17, 2014"
9746,620,True,captainmehico,1,"June 6, 2014"
9747,218680,True,captainmehico,2,"June 6, 2014"
9748,238960,True,76561198074558199,1,"November 20, 2013"
9749,200940,False,Rectzonic,1,"August 9, 2014"
9750,236430,True,thaSaltyestOfCaptains,1,"August 14, 2014"
9751,238320,True,76561198024305714,0,"July 1, 2014"
9752,22300,True,CapSpook,1,"December 28, 2014"
9753,219150,True,CapSpook,2,"June 21, 2014"
9754,310380,True,CapSpook,1,"April 18, 2015"
9755,34900,False,76561198024310116,0,"December 5, 2014"
9756,8870,True,76561198024310116,2,"December 10, 2014"
9757,218230,False,76561198024310116,1,"August 19, 2015"
9758,333930,True,76561198024310116,1,"November 3, 2015"
9759,272890,False,76561198024310116,1,"October 28, 2015"
9760,57300,True,76561198024310116,1,"September 27, 2015"
9761,200260,True,76561198024310116,1,"August 15, 2015"
9762,252950,True,76561198024310116,2,"August 13, 2015"
9763,209650,True,76561198024310116,2,"January 18, 2015"
9764,35140,True,76561198024310116,2,"January 8, 2015"
9765,236110,True,funnyfantom,1,
9766,221100,False,thejotang,2,"November 1, 2015"
9767,730,True,thejotang,0,"May 9, 2015"
9768,437220,True,thejotang,1,
9769,252490,True,thejotang,1,"November 1, 2015"
9770,107410,True,thejotang,1,"November 1, 2015"
9771,219150,True,76561198073297020,1,"April 6, 2015"
9772,292030,True,76561198066118331,1,"June 13, 2015"
9773,413150,True,76561198066118331,1,
9774,200710,True,76561198066118331,0,"September 21, 2015"
9775,730,True,76561198066118331,1,"April 20, 2015"
9776,496920,True,CapCheeze,0,
9777,252950,True,CapCheeze,2,
9778,417860,True,CapCheeze,1,"November 23, 2015"
9779,4000,True,CapCheeze,2,"December 3, 2014"
9780,304930,True,CapCheeze,2,"September 7, 2014"
9781,297350,True,captainfez,2,"April 5, 2015"
9782,383870,True,captainfez,2,
9783,310380,True,76561198219780653,2,
9784,301520,True,76561198219780653,2,
9785,208090,False,76561198138045913,1,"September 8, 2015"
9786,70100,True,76561198138045913,2,"August 25, 2015"
9787,334230,True,76561198138045913,1,"August 9, 2015"
9788,42120,False,76561198138045913,1,"June 20, 2015"
9789,102500,True,76561198138045913,2,"June 1, 2015"
9790,4000,True,Hobo_Ed,1,"April 13, 2015"
9791,230410,True,Hobo_Ed,2,"April 13, 2015"
9792,218230,True,Hobo_Ed,2,"April 13, 2015"
9793,239140,True,76561198083390406,1,"December 11, 2015"
9794,440,True,SteamPunkDude227,2,"June 21, 2014"
9795,253710,False,SteamPunkDude227,2,"March 2, 2015"
9796,17390,True,SteamPunkDude227,2,"June 21, 2014"
9797,218230,True,jskode,1,"November 25, 2013"
9798,304050,False,carlo123100,1,
9799,205100,True,carlixx766,1,"December 12, 2014"
9800,304930,True,76561198046431850,2,"February 11, 2015"
9801,246280,False,76561198046431850,0,"May 11, 2015"
9802,7940,False,76561198046431850,1,"August 19, 2014"
9803,440,True,76561198046431850,2,"February 6, 2015"
9804,250420,True,76561198046431850,2,"February 6, 2015"
9805,17080,False,Carlos926,0,"February 28, 2014"
9806,291550,True,Carlos926,1,"December 12, 2015"
9807,222520,True,Carlos926,2,"March 1, 2014"
9808,550,True,Carlos926,2,"December 27, 2013"
9809,242920,True,f4fphoenix,1,"April 28, 2014"
9810,72850,True,76561198071509926,1,"December 30, 2013"
9811,8870,False,76561198071509926,1,"January 1, 2014"
9812,252950,True,76561198088974596,1,"August 8, 2015"
9813,258700,True,76561198069737496,1,
9814,271590,True,wcasagrande,1,
9815,105600,True,76561198071755096,1,"January 21, 2014"
9816,301520,True,76561198071755096,2,"August 7, 2014"
9817,311310,False,76561198032651953,1,
9818,291410,True,76561198032651953,2,
9819,281990,True,76561198032651953,2,
9820,367500,True,76561198032651953,1,
9821,413150,True,76561198032651953,1,
9822,258520,True,tomas13a,1,"February 19, 2015"
9823,330840,True,tomas13a,1,"December 26, 2015"
9824,206440,True,tomas13a,2,"June 11, 2015"
9825,24200,True,76561198044224232,2,"February 14, 2014"
9826,252490,True,krittabun,1,"January 10, 2014"
9827,440,True,CatKawaii,1,"November 26, 2013"
9828,427270,True,cazaman11,1,
9829,204300,True,cazaman11,1,"June 27, 2014"
9830,305620,True,76561198079652562,1,"December 20, 2014"
9831,730,True,CB0ng,0,
9832,377160,True,CB0ng,0,"November 27, 2015"
9833,252490,True,CB0ng,2,"January 8, 2015"
9834,440,True,CB0ng,2,"December 25, 2012"
9835,24200,True,76561198059899740,1,"December 26, 2013"
9836,367670,True,76561198054131489,2,"May 6, 2015"
9837,300380,True,76561198054131489,1,"September 18, 2014"
9838,376870,True,76561198054131489,2,"October 16, 2015"
9839,313120,True,76561198054131489,1,"January 23, 2015"
9840,440,True,CCP115,1,"June 16, 2012"
9841,35140,True,76561198090431959,2,"March 8, 2014"
9842,208090,True,76561198090431959,2,"March 7, 2014"
9843,304930,True,76561198090431959,2,"August 26, 2014"
9844,4570,True,76561198054767146,1,"August 13, 2014"
9845,3910,True,76561198054767146,1,"December 31, 2013"
9846,220900,True,76561198054767146,1,"December 31, 2013"
9847,295990,False,76561198054767146,1,"December 22, 2015"
9848,440,True,76561198054767146,2,"November 13, 2015"
9849,236430,True,76561198081434413,1,"September 22, 2014"
9850,252490,True,centor111,1,"January 17, 2014"
9851,264140,True,centor111,0,"April 13, 2014"
9852,236390,True,Lord_Marius,2,"December 18, 2014"
9853,218620,True,FinalBreakers,1,"October 19, 2014"
9854,224260,True,FinalBreakers,1,"November 4, 2014"
9855,55230,True,ClickOnThisLinkToAddMe,1,"December 27, 2013"
9856,49520,True,ClickOnThisLinkToAddMe,2,"November 15, 2015"
9857,570,True,ClickOnThisLinkToAddMe,1,
9858,393380,True,Chinnigan,2,
9859,265930,True,Chinnigan,2,"March 31, 2014"
9860,219680,False,Chinnigan,1,"January 6, 2014"
9861,263020,True,Chinnigan,2,"February 21, 2014"
9862,322330,True,dannysfatass,2,"November 14, 2015"
9863,230410,True,dannysfatass,0,"September 2, 2015"
9864,385770,True,dannysfatass,1,
9865,427730,True,dannysfatass,1,
9866,252950,True,dannysfatass,1,
9867,312990,True,dannysfatass,1,
9868,359050,True,dannysfatass,1,"October 10, 2015"
9869,311210,True,dannysfatass,1,
9870,369200,True,dannysfatass,1,
9871,304930,True,dannysfatass,1,
9872,238960,True,jbbuena,0,"October 28, 2013"
9873,203160,True,jbbuena,2,"July 17, 2013"
9874,212480,True,76561198072431907,1,"December 6, 2013"
9875,261640,True,Ch3nst3r,2,"March 26, 2015"
9876,218620,False,76561198087135044,2,
9877,232090,True,76561198087135044,1,
9878,440,True,76561198087135044,1,"May 15, 2013"
9879,244850,True,10101010101010109,2,"December 15, 2014"
9880,250900,True,thepedrochamp,1,"January 23, 2015"
9881,242920,True,thepedrochamp,2,
9882,40100,True,auschandler,2,"November 26, 2013"
9883,47410,True,auschandler,1,"September 13, 2013"
9884,218230,True,auschandler,2,"November 26, 2013"
9885,570,True,auschandler,2,"September 13, 2013"
9886,440,True,auschandler,2,"December 24, 2012"
9887,400,True,auschandler,2,"January 21, 2011"
9888,41300,True,auschandler,1,"January 21, 2011"
9889,252490,True,changingmags,1,"January 1, 2014"
9890,230410,True,76561198026886919,1,"June 1, 2014"
9891,72850,True,ChaoticRampage,1,"December 20, 2015"
9892,730,True,76561198054761819,2,"August 17, 2014"
9893,440,True,Seralox,1,"February 13, 2015"
9894,211420,False,76561198033883963,1,"November 28, 2014"
9895,285900,True,76561198057800009,1,
9896,49520,False,76561198064600203,0,"December 23, 2015"
9897,234140,True,76561198064600203,1,
9898,333930,True,BirdieZ,2,"June 15, 2015"
9899,51100,False,topkeklord7,1,"November 23, 2014"
9900,42680,False,topkeklord7,0,"December 24, 2014"
9901,226700,False,topkeklord7,0,
9902,326410,False,topkeklord7,1,
9903,385240,True,topkeklord7,2,
9904,91700,True,topkeklord7,1,"October 20, 2015"
9905,367500,True,topkeklord7,2,
9906,362890,False,topkeklord7,0,
9907,296490,True,topkeklord7,1,
9908,8930,True,76561198071117635,2,"April 5, 2014"
9909,730,True,djcharles02,0,"August 4, 2015"
9910,221640,True,djcharles02,1,"December 27, 2013"
9911,233250,False,76561198039506014,1,"December 26, 2014"
9912,311340,True,76561198039506014,2,"December 19, 2014"
9913,225540,False,76561198039506014,1,"December 1, 2015"
9914,244850,False,76561198039506014,1,"June 29, 2014"
9915,207140,True,76561198088838638,1,"June 22, 2014"
9916,47870,True,76561198042441420,1,"March 1, 2015"
9917,4700,True,76561198042441420,1,"March 31, 2014"
9918,252490,True,76561198062406902,2,"January 31, 2014"
9919,243870,True,76561198072346840,2,"March 17, 2015"
9920,355840,True,76561198072346840,2,"April 8, 2015"
9921,304050,True,76561198072346840,1,"July 12, 2015"
9922,346900,True,76561198072346840,2,"April 8, 2015"
9923,317360,True,76561198072346840,1,"March 27, 2015"
9924,230410,True,76561198072346840,2,"March 1, 2015"
9925,222900,True,76561198072346840,1,"June 10, 2014"
9926,12210,True,11925219096,1,"February 8, 2015"
9927,221100,True,76561198064696304,2,
9928,440,True,pokeylegs,2,"July 12, 2012"
9929,91310,True,evankohgj,1,"December 26, 2014"
9930,391540,True,evankohgj,1,"October 20, 2015"
9931,211420,True,evankohgj,1,"December 19, 2014"
9932,236430,True,evankohgj,2,"May 14, 2014"
9933,48700,True,evankohgj,1,"November 14, 2014"
9934,4000,True,76561198081284814,2,"April 9, 2015"
9935,4000,True,76561198044585909,1,"June 6, 2013"
9936,403190,True,76561198093166360,1,"October 23, 2015"
9937,451520,True,76561198093166360,2,
9938,363970,True,chiefnemes,2,"November 29, 2015"
9939,730,True,76561198091066992,1,"July 21, 2014"
9940,274170,True,76561198084705916,1,"March 12, 2015"
9941,252950,True,76561198065949365,1,"November 24, 2015"
9942,413410,True,buttmutt,2,
9943,282800,True,buttmutt,1,"October 16, 2014"
9944,440,True,76561198075850578,1,"February 8, 2014"
9945,423880,True,76561198067285046,2,"December 4, 2015"
9946,440,True,76561198067285046,1,"July 3, 2015"
9947,730,True,76561198067285046,1,
9948,417860,True,76561198067285046,1,"November 21, 2015"
9949,218620,True,76561198067285046,0,"June 30, 2015"
9950,304930,True,chpmnksnpr,0,"October 6, 2014"
9951,207610,True,Elchiruuuu114,1,"January 3, 2014"
9952,730,True,420BlzeIT,1,
9953,22320,True,76561198085916165,1,"July 17, 2014"
9954,550,True,76561198085916165,1,"December 6, 2013"
9955,400,True,76561198085916165,2,"July 17, 2014"
9956,70,True,76561197994404698,1,
9957,234140,True,76561197994404698,2,
9958,218230,True,76561197994404698,1,"June 15, 2013"
9959,43160,True,76561197994404698,1,"June 15, 2013"
9960,8870,True,76561197994404698,2,"June 15, 2013"
9961,205100,True,76561197994404698,2,"June 15, 2013"
9962,13230,True,76561197994404698,2,"August 31, 2012"
9963,440,True,76561197994404698,2,"January 23, 2011"
9964,393380,True,chlamydiaabbo,0,
9965,242920,True,76561198092369007,1,"September 14, 2015"
9966,48700,True,76561198092369007,1,"August 28, 2015"
9967,304930,True,76561198092369007,2,"August 22, 2015"
9968,270550,True,76561198092369007,1,"August 22, 2015"
9969,301640,True,76561198092369007,2,"August 22, 2015"
9970,363970,True,76561198092369007,2,"August 21, 2015"
9971,105600,True,76561198092369007,0,"May 28, 2015"
9972,295110,False,76561198092369007,1,"April 21, 2015"
9973,249050,True,76561198092369007,1,"April 18, 2015"
9974,42910,True,chocodude,1,"December 6, 2013"
9975,248820,True,chocodude,2,"April 6, 2014"
9976,346110,True,76561198058192790,1,"July 10, 2015"
9977,730,True,76561198058192790,1,"July 16, 2014"
9978,233130,True,TempaDick,1,
9979,417860,True,TempaDick,1,"December 1, 2015"
9980,391720,True,TempaDick,2,
9981,387860,True,TempaDick,1,"August 28, 2015"
9982,49520,True,76561197968205306,2,"February 9, 2014"
9983,218620,True,Chopstar1,1,"July 6, 2014"
9984,4000,True,76561198063765495,1,"June 15, 2015"
9985,346110,True,DSvictory,0,"September 6, 2015"
9986,351290,True,DSvictory,1,"May 20, 2015"
9987,224260,True,DSvictory,2,"April 17, 2015"
9988,205910,True,barcafan835,2,"December 6, 2013"
9989,240,True,barcafan835,2,"December 6, 2013"
9990,346010,True,barcafan835,1,"March 1, 2015"
9991,266510,True,barcafan835,1,"March 1, 2015"
9992,105600,True,Chri-SEX-iled,1,"December 20, 2014"
9993,252950,True,ChrispyCertifiedAustralian,1,
9994,304930,False,76561198017957749,0,"June 26, 2015"
9995,218620,True,HyperionDooM93,1,"June 22, 2014"
9996,730,True,HyperionDooM93,1,"August 16, 2014"
9997,422400,True,HyperionDooM93,2,
9998,304050,True,HyperionDooM93,1,"September 5, 2015"
9999,293500,True,HyperionDooM93,2,"December 28, 2014"
10000,322330,True,HyperionDooM93,1,"December 28, 2014"
10001,225280,True,HyperionDooM93,1,"November 15, 2014"
10002,49520,True,HyperionDooM93,1,"September 2, 2014"
10003,230410,True,HyperionDooM93,1,"August 16, 2014"
10004,238460,True,HyperionDooM93,1,"June 22, 2014"
10005,227800,True,76561198014580082,1,
10006,239220,False,76561198014580082,1,"November 10, 2014"
10007,230410,True,76561198014580082,2,
10008,378041,True,76561198014580082,1,
10009,219890,True,76561198014580082,1,"February 1, 2015"
10010,105600,True,76561198014580082,1,"November 29, 2014"
10011,630,True,76561198014580082,2,"December 2, 2013"
10012,730,True,chewyi,1,"December 17, 2014"
10013,240,True,chewyi,1,"March 2, 2015"
10014,212070,True,chewyi,1,"March 2, 2015"
10015,209650,False,chewyi,1,"March 2, 2015"
10016,22350,False,chewyi,0,"March 2, 2015"
10017,252950,True,chewyi,2,"August 14, 2015"
10018,10,True,chewyi,2,"December 17, 2014"
10019,570,True,chewyi,1,"December 17, 2014"
10020,304930,True,Rekoonoftherekoons,2,"July 30, 2015"
10021,113400,True,Rekoonoftherekoons,2,"January 4, 2014"
10022,12210,True,Rekoonoftherekoons,2,
10027,249130,True,cianaatech,2,"May 5, 2014"
10028,269210,True,Phor8,2,"March 1, 2014"
10029,369580,False,Phor8,1,
10030,353370,False,Phor8,1,
10031,570,True,ciku85,2,"October 15, 2014"
10032,9180,True,76561198091490622,2,"July 21, 2013"
10043,389220,True,disizmehprofile,1,
10044,407420,False,disizmehprofile,1,
10045,227680,False,disizmehprofile,1,"January 8, 2015"
10046,330710,True,disizmehprofile,1,"December 11, 2014"
10047,223490,False,disizmehprofile,1,"November 10, 2014"
10048,221640,True,disizmehprofile,1,"September 17, 2014"
10049,239660,True,DiamondSwordBeGod,1,"December 3, 2013"
10050,204300,True,DiamondSwordBeGod,2,"June 30, 2014"
10051,228560,False,DiamondSwordBeGod,0,
10052,15000,False,DiamondSwordBeGod,1,"February 17, 2015"
10053,91700,True,DiamondSwordBeGod,2,"March 16, 2014"
10054,322500,True,DiamondSwordBeGod,2,
10055,242680,False,DiamondSwordBeGod,1,
10056,242860,True,DiamondSwordBeGod,1,
10057,275850,True,clashmecha,1,
10058,240,True,76561198051461196,1,"March 18, 2014"
10059,342380,True,plskillmenow,0,"September 10, 2015"
10060,243560,True,76561198034463083,1,"February 21, 2015"
10061,105600,True,greenclaweddragon,1,"January 16, 2014"
10062,440,True,greenclaweddragon,2,"January 16, 2014"
10063,570,True,greenclaweddragon,1,"December 6, 2014"
10064,72850,True,greenclaweddragon,1,"January 26, 2014"
10065,261640,True,greenclaweddragon,1,"December 6, 2014"
10066,242880,True,76561198065705830,1,"July 12, 2014"
10067,207610,True,cloneninjalol,1,"September 17, 2014"
10068,730,True,michaelbruce,1,"November 12, 2015"
10069,252490,True,michaelbruce,1,"September 6, 2015"
10070,208090,True,michaelbruce,1,"May 6, 2014"
10071,291480,False,76561198064609857,1,"July 1, 2014"
10072,274900,True,76561198076069088,2,"December 9, 2015"
10073,253430,True,76561198076069088,2,"September 4, 2015"
10074,346110,True,76561198076069088,1,"July 5, 2015"
10075,440,True,76561198076069088,1,"August 5, 2014"
10076,550,False,76561198072556585,2,
10077,440,True,Slayer-Bld,2,"August 14, 2015"
10078,440,True,76561198085107888,1,"June 3, 2013"
10079,252950,True,splonkeydonkey,1,"July 28, 2015"
10080,292030,True,76561198047185717,1,
10081,252490,False,76561198047185717,1,"March 2, 2014"
10082,294100,True,codedj,1,
10083,221100,True,76561198041444919,1,
10084,304930,True,76561198019443690,1,
10085,211820,True,76561198053175659,2,"October 4, 2014"
10086,22380,True,stingingroger,1,"November 15, 2015"
